"","City","Country","measure","level"
"1","New York City","United States of America","AirQuality",46.8160377358491
"2","New York City","United States of America","WaterPollution",49.5049504950495
"3","Washington, D.C.","United States of America","AirQuality",66.1290322580645
"4","Washington, D.C.","United States of America","WaterPollution",49.1071428571429
"5","San Francisco","United States of America","AirQuality",60.5140186915888
"6","San Francisco","United States of America","WaterPollution",43
"7","Berlin","Germany","AirQuality",62.3641304347826
"8","Berlin","Germany","WaterPollution",28.6127167630058
"9","Los Angeles","United States of America","AirQuality",36.6216216216216
"10","Los Angeles","United States of America","WaterPollution",61.2994350282486
"11","Bern","Switzerland","AirQuality",94.3181818181818
"12","Bern","Switzerland","WaterPollution",12.5
"13","Geneva","Switzerland","AirQuality",71.5384615384615
"14","Geneva","Switzerland","WaterPollution",17.3728813559322
"15","Zurich","Switzerland","AirQuality",83.8095238095238
"16","Zurich","Switzerland","WaterPollution",10.7142857142857
"17","Basel","Switzerland","AirQuality",81.6666666666667
"18","Basel","Switzerland","WaterPollution",26.9230769230769
"19","London","United Kingdom","AirQuality",37.0422535211268
"20","London","United Kingdom","WaterPollution",40.7163742690059
"21","Cairo","Egypt","AirQuality",15.8307210031348
"22","Cairo","Egypt","WaterPollution",74.3506493506493
"23","Alexandria","Egypt","AirQuality",41.0377358490566
"24","Alexandria","Egypt","WaterPollution",71.2962962962963
"25","Alexandria","United States of America","AirQuality",89.0625
"26","Alexandria","United States of America","WaterPollution",46.1538461538462
"27","Paris","France","AirQuality",34.0243902439024
"28","Paris","France","WaterPollution",43.1216931216931
"29","Boston","United States of America","AirQuality",78.2352941176471
"30","Boston","United States of America","WaterPollution",32.9113924050633
"31","Toronto","Canada","AirQuality",65.5346820809249
"32","Toronto","Canada","WaterPollution",37.7994011976048
"33","Sao Paulo","Brazil","AirQuality",24.0566037735849
"34","Sao Paulo","Brazil","WaterPollution",73.7179487179487
"35","Vilnius","Lithuania","AirQuality",77.247191011236
"36","Vilnius","Lithuania","WaterPollution",20.5882352941176
"37","Monaco","Monaco","AirQuality",28.7878787878788
"38","Monaco","Monaco","WaterPollution",61.3636363636364
"39","Brussels","Belgium","AirQuality",35.8108108108108
"40","Brussels","Belgium","WaterPollution",44.7619047619048
"41","Poznan","Poland","AirQuality",33.0769230769231
"42","Poznan","Poland","WaterPollution",50.4237288135593
"43","Tashkent","Uzbekistan","AirQuality",56.4516129032258
"44","Tashkent","Uzbekistan","WaterPollution",49.1666666666667
"45","Warsaw","Poland","AirQuality",27.2727272727273
"46","Warsaw","Poland","WaterPollution",36.0148514851485
"47","Modena","Italy","AirQuality",39.0625
"48","Modena","Italy","WaterPollution",50
"49","Tours","France","AirQuality",84.375
"50","Tours","France","WaterPollution",6.25
"51","Singapore","Singapore","AirQuality",65.8783783783784
"52","Singapore","Singapore","WaterPollution",24.2049469964664
"53","Montreal","Canada","AirQuality",70.7602339181287
"54","Montreal","Canada","WaterPollution",36.9631901840491
"55","Cambridge","United Kingdom","AirQuality",69.8275862068966
"56","Cambridge","United Kingdom","WaterPollution",30.5555555555556
"57","Cologne","Germany","AirQuality",60.7142857142857
"58","Cologne","Germany","WaterPollution",27.7777777777778
"59","Skopje","North Macedonia","AirQuality",10.1941747572816
"60","Skopje","North Macedonia","WaterPollution",45.2631578947368
"61","Gdynia","Poland","AirQuality",49.4186046511628
"62","Gdynia","Poland","WaterPollution",48.6111111111111
"63","Szczecin","Poland","AirQuality",41.3793103448276
"64","Szczecin","Poland","WaterPollution",53.75
"65","Ljubljana","Slovenia","AirQuality",72.1649484536082
"66","Ljubljana","Slovenia","WaterPollution",17.5824175824176
"67","Plovdiv","Bulgaria","AirQuality",31.4102564102564
"68","Plovdiv","Bulgaria","WaterPollution",36.2903225806452
"69","Sofia","Bulgaria","AirQuality",23.6213235294118
"70","Sofia","Bulgaria","WaterPollution",40.9433962264151
"71","Milan","Italy","AirQuality",24.3975903614458
"72","Milan","Italy","WaterPollution",39.4904458598726
"73","Trieste","Italy","AirQuality",58.8709677419355
"74","Trieste","Italy","WaterPollution",29
"75","Lodz","Poland","AirQuality",28.8461538461538
"76","Lodz","Poland","WaterPollution",40.4411764705882
"77","Villeurbanne","France","AirQuality",75
"78","Villeurbanne","France","WaterPollution",50
"79","Oslo","Norway","AirQuality",74.7572815533981
"80","Oslo","Norway","WaterPollution",14.1752577319588
"81","Bonn","Germany","AirQuality",82.8125
"82","Bonn","Germany","WaterPollution",22.5
"83","Katowice","Poland","AirQuality",27.7777777777778
"84","Katowice","Poland","WaterPollution",48.3333333333333
"85","Lisbon","Portugal","AirQuality",64.6067415730337
"86","Lisbon","Portugal","WaterPollution",24.8563218390805
"87","Rzeszow","Poland","AirQuality",37.5
"88","Rzeszow","Poland","WaterPollution",47.0588235294118
"89","Dubai","United Arab Emirates","AirQuality",48.8738738738739
"90","Dubai","United Arab Emirates","WaterPollution",39.8461538461538
"91","Padua","Italy","AirQuality",29.1666666666667
"92","Padua","Italy","WaterPollution",50
"93","Bergamo","Italy","AirQuality",46.6666666666667
"94","Bergamo","Italy","WaterPollution",35
"95","Venice","Italy","AirQuality",36.25
"96","Venice","Italy","WaterPollution",67.8571428571429
"97","Rennes","France","AirQuality",62.5
"98","Rennes","France","WaterPollution",35
"99","Lille","France","AirQuality",48.9130434782609
"100","Lille","France","WaterPollution",35.5263157894737
"101","Moscow","Russia","AirQuality",41.4752650176678
"102","Moscow","Russia","WaterPollution",49.7252747252747
"103","Saint Petersburg","Russia","AirQuality",43.1034482758621
"104","Saint Petersburg","Russia","WaterPollution",54.8816568047337
"105","Heilbronn","Germany","AirQuality",80
"106","Heilbronn","Germany","WaterPollution",0
"107","Saginaw","United States of America","AirQuality",85
"108","Saginaw","United States of America","WaterPollution",70
"109","Bialystok","Poland","AirQuality",34.5238095238095
"110","Bialystok","Poland","WaterPollution",52.9411764705882
"111","Nowy Sacz","Poland","AirQuality",30
"112","Nowy Sacz","Poland","WaterPollution",100
"113","Lausanne","Switzerland","AirQuality",78.2608695652174
"114","Lausanne","Switzerland","WaterPollution",17.5
"115","Abakan","Russia","AirQuality",0
"116","Abakan","Russia","WaterPollution",75
"117","Novosibirsk","Russia","AirQuality",36.4864864864865
"118","Novosibirsk","Russia","WaterPollution",54.0540540540541
"119","Yekaterinburg","Russia","AirQuality",27.906976744186
"120","Yekaterinburg","Russia","WaterPollution",58.3333333333333
"121","Samara","Russia","AirQuality",48.4375
"122","Samara","Russia","WaterPollution",51.5625
"123","Omsk","Russia","AirQuality",16.1764705882353
"124","Omsk","Russia","WaterPollution",48.5294117647059
"125","Kazan","Russia","AirQuality",41.25
"126","Kazan","Russia","WaterPollution",58.3333333333333
"127","Chelyabinsk","Russia","AirQuality",16.6666666666667
"128","Chelyabinsk","Russia","WaterPollution",70.3125
"129","Ufa","Russia","AirQuality",20.8333333333333
"130","Ufa","Russia","WaterPollution",68.1818181818182
"131","Volgograd","Russia","AirQuality",21.6666666666667
"132","Volgograd","Russia","WaterPollution",59.375
"133","Perm","Russia","AirQuality",44.4444444444444
"134","Perm","Russia","WaterPollution",50
"135","Krasnoyarsk","Russia","AirQuality",6.61764705882353
"136","Krasnoyarsk","Russia","WaterPollution",49.21875
"137","Beijing","People's Republic of China","AirQuality",21.3662790697674
"138","Beijing","People's Republic of China","WaterPollution",70.7831325301205
"139","Vladivostok","Russia","AirQuality",35
"140","Vladivostok","Russia","WaterPollution",67.5
"141","San Antonio","United States of America","AirQuality",63.4146341463415
"142","San Antonio","United States of America","WaterPollution",50.6756756756757
"143","Tomsk","Russia","AirQuality",46.4285714285714
"144","Tomsk","Russia","WaterPollution",51.7857142857143
"145","Tbilisi","Georgia","AirQuality",22.9838709677419
"146","Tbilisi","Georgia","WaterPollution",49.3478260869565
"147","Maribor","Slovenia","AirQuality",76.25
"148","Maribor","Slovenia","WaterPollution",18.75
"149","Celje","Slovenia","AirQuality",50
"150","Celje","Slovenia","WaterPollution",8.33333333333333
"151","Koper","Slovenia","AirQuality",87.5
"152","Koper","Slovenia","WaterPollution",0
"153","Aachen","Germany","AirQuality",70.4545454545455
"154","Aachen","Germany","WaterPollution",17.8571428571429
"155","Nova Gorica","Slovenia","AirQuality",75
"156","Nova Gorica","Slovenia","WaterPollution",12.5
"157","Kranj","Slovenia","AirQuality",80.5555555555556
"158","Kranj","Slovenia","WaterPollution",12.5
"159","Stuttgart","Germany","AirQuality",43.125
"160","Stuttgart","Germany","WaterPollution",24.2857142857143
"161","Biel/Bienne","Switzerland","AirQuality",37.5
"162","Biel/Bienne","Switzerland","WaterPollution",31.25
"163","Karlsruhe","Germany","AirQuality",87.5
"164","Karlsruhe","Germany","WaterPollution",5.55555555555556
"165","Hamburg","Germany","AirQuality",70.7627118644068
"166","Hamburg","Germany","WaterPollution",24.5098039215686
"167","Ahmedabad","India","AirQuality",32.962962962963
"168","Ahmedabad","India","WaterPollution",66.9921875
"169","Salerno","Italy","AirQuality",60
"170","Salerno","Italy","WaterPollution",58.3333333333333
"171","Prague","Czech Republic","AirQuality",63.2124352331606
"172","Prague","Czech Republic","WaterPollution",25.7062146892655
"173","Jamnagar","India","AirQuality",34.4827586206897
"174","Jamnagar","India","WaterPollution",58.3333333333333
"175","Busto Arsizio","Italy","AirQuality",0
"176","Busto Arsizio","Italy","WaterPollution",75
"177","Mumbai","India","AirQuality",25.1602564102564
"178","Mumbai","India","WaterPollution",75.3253796095445
"179","Jerusalem","Israel","AirQuality",37.0967741935484
"180","Jerusalem","Israel","WaterPollution",42.3913043478261
"181","Grenoble","France","AirQuality",34.0909090909091
"182","Grenoble","France","WaterPollution",26.4705882352941
"183","Dortmund","Germany","AirQuality",75
"184","Dortmund","Germany","WaterPollution",15.625
"185","Ghent","Belgium","AirQuality",55.46875
"186","Ghent","Belgium","WaterPollution",27.6785714285714
"187","Chicago","United States of America","AirQuality",57.4324324324324
"188","Chicago","United States of America","WaterPollution",53.6206896551724
"189","Como","Italy","AirQuality",58.3333333333333
"190","Como","Italy","WaterPollution",40
"191","Montevideo","Uruguay","AirQuality",65.7894736842105
"192","Montevideo","Uruguay","WaterPollution",46.7532467532467
"193","Tolyatti","Russia","AirQuality",36.1111111111111
"194","Tolyatti","Russia","WaterPollution",43.75
"195","Pittsburgh","United States of America","AirQuality",58.9285714285714
"196","Pittsburgh","United States of America","WaterPollution",59.6153846153846
"197","Philadelphia","United States of America","AirQuality",54.2857142857143
"198","Philadelphia","United States of America","WaterPollution",55.6451612903226
"199","Kolkata","India","AirQuality",25.9345794392523
"200","Kolkata","India","WaterPollution",68.2692307692308
"201","Chennai","India","AirQuality",35.8843537414966
"202","Chennai","India","WaterPollution",73.0701754385965
"203","Delhi","India","AirQuality",11.8441358024691
"204","Delhi","India","WaterPollution",77.4167987321712
"205","Dhaka","Bangladesh","AirQuality",14.968152866242
"206","Dhaka","Bangladesh","WaterPollution",78.2534246575342
"207","Hyderabad","India","AirQuality",31.4925373134328
"208","Hyderabad","India","WaterPollution",70.1070336391437
"209","Islamabad","Pakistan","AirQuality",67.4180327868852
"210","Islamabad","Pakistan","WaterPollution",51.3274336283186
"211","Zagreb","Croatia","AirQuality",69.774011299435
"212","Zagreb","Croatia","WaterPollution",26.5988372093023
"213","Genoa","Italy","AirQuality",51.7241379310345
"214","Genoa","Italy","WaterPollution",30
"215","Manila","Philippines","AirQuality",17.0157068062827
"216","Manila","Philippines","WaterPollution",83.7431693989071
"217","Quezon City","Philippines","AirQuality",23.8095238095238
"218","Quezon City","Philippines","WaterPollution",80.1282051282051
"219","Le Mans","France","AirQuality",95
"220","Le Mans","France","WaterPollution",50
"221","Caloocan","Philippines","AirQuality",25
"222","Caloocan","Philippines","WaterPollution",83.3333333333333
"223","Bordeaux","France","AirQuality",68.4782608695652
"224","Bordeaux","France","WaterPollution",42.6470588235294
"225","Buenos Aires","Argentina","AirQuality",54.2647058823529
"226","Buenos Aires","Argentina","WaterPollution",54.84375
"227","Mexico City","Mexico","AirQuality",18.0790960451977
"228","Mexico City","Mexico","WaterPollution",69.5906432748538
"229","Tokyo","Japan","AirQuality",61.8715083798883
"230","Tokyo","Japan","WaterPollution",37.9411764705882
"231","La Paz","Bolivia","AirQuality",27.9411764705882
"232","La Paz","Bolivia","WaterPollution",79.5454545454545
"233","Barcelona","Spain","AirQuality",35.4972375690608
"234","Barcelona","Spain","WaterPollution",51.3157894736842
"235","Makati","Philippines","AirQuality",34.2105263157895
"236","Makati","Philippines","WaterPollution",70.9459459459459
"237","Nagpur","India","AirQuality",46.6101694915254
"238","Nagpur","India","WaterPollution",69.4444444444444
"239","Abidjan","Cote d'Ivoire","AirQuality",6.94444444444444
"240","Abidjan","Cote d'Ivoire","WaterPollution",79.4117647058824
"241","Abu Dhabi","United Arab Emirates","AirQuality",55.982905982906
"242","Abu Dhabi","United Arab Emirates","WaterPollution",37.9901960784314
"243","Athens","Greece","AirQuality",44.1741214057508
"244","Athens","Greece","WaterPollution",30.3156146179402
"245","Caracas","Venezuela","AirQuality",43.359375
"246","Caracas","Venezuela","WaterPollution",69.0677966101695
"247","Pune","India","AirQuality",39.1078838174274
"248","Pune","India","WaterPollution",71.8614718614719
"249","Guatemala City","Guatemala","AirQuality",39.2857142857143
"250","Guatemala City","Guatemala","WaterPollution",69.53125
"251","Havana","Cuba","AirQuality",46.6666666666667
"252","Havana","Cuba","WaterPollution",50
"253","Valenzuela","Philippines","AirQuality",48.6842105263158
"254","Valenzuela","Philippines","WaterPollution",88.1578947368421
"255","Pasig","Philippines","AirQuality",27.9411764705882
"256","Pasig","Philippines","WaterPollution",82.6923076923077
"257","Antipolo","Philippines","AirQuality",60.2941176470588
"258","Antipolo","Philippines","WaterPollution",75
"259","Osijek","Croatia","AirQuality",83.75
"260","Osijek","Croatia","WaterPollution",13.3333333333333
"261","Cagayan de Oro","Philippines","AirQuality",62.5
"262","Cagayan de Oro","Philippines","WaterPollution",100
"263","Rijeka","Croatia","AirQuality",75
"264","Rijeka","Croatia","WaterPollution",17.8571428571429
"265","Split","Croatia","AirQuality",71.7105263157895
"266","Split","Croatia","WaterPollution",30
"267","Butuan","Philippines","AirQuality",37.5
"268","Butuan","Philippines","WaterPollution",66.6666666666667
"269","Kiel","Germany","AirQuality",93.75
"270","Kiel","Germany","WaterPollution",25
"271","Schwerin","Germany","AirQuality",87.5
"272","Schwerin","Germany","WaterPollution",50
"273","Potsdam","Germany","AirQuality",88.6363636363636
"274","Potsdam","Germany","WaterPollution",10.7142857142857
"275","Hanover","Germany","AirQuality",75
"276","Hanover","Germany","WaterPollution",22.9166666666667
"277","Düsseldorf","Germany","AirQuality",64.8148148148148
"278","Düsseldorf","Germany","WaterPollution",23.9130434782609
"279","Mainz","Germany","AirQuality",86.1111111111111
"280","Mainz","Germany","WaterPollution",35
"281","Wiesbaden","Germany","AirQuality",73.2142857142857
"282","Wiesbaden","Germany","WaterPollution",42.5
"283","Dubrovnik","Croatia","AirQuality",87.5
"284","Dubrovnik","Croatia","WaterPollution",40
"285","Saarbrücken","Germany","AirQuality",87.5
"286","Saarbrücken","Germany","WaterPollution",12.5
"287","Lipa","Philippines","AirQuality",87.5
"288","Lipa","Philippines","WaterPollution",25
"289","Munich","Germany","AirQuality",74.4186046511628
"290","Munich","Germany","WaterPollution",15.4661016949153
"291","Dresden","Germany","AirQuality",75
"292","Dresden","Germany","WaterPollution",7.89473684210527
"293","Magdeburg","Germany","AirQuality",93.75
"294","Magdeburg","Germany","WaterPollution",6.25
"295","Innsbruck","Austria","AirQuality",75
"296","Innsbruck","Austria","WaterPollution",7.8125
"297","Bregenz","Austria","AirQuality",95
"298","Bregenz","Austria","WaterPollution",50
"299","Vienna","Austria","AirQuality",82.7054794520548
"300","Vienna","Austria","WaterPollution",10.1449275362319
"301","Stockholm","Sweden","AirQuality",83.206106870229
"302","Stockholm","Sweden","WaterPollution",15.0390625
"303","Helsinki","Finland","AirQuality",89.8809523809524
"304","Helsinki","Finland","WaterPollution",15.495867768595
"305","Dublin","Ireland","AirQuality",67.0238095238095
"306","Dublin","Ireland","WaterPollution",39.7058823529412
"307","Murmansk","Russia","AirQuality",57.1428571428571
"308","Murmansk","Russia","WaterPollution",14.2857142857143
"309","Reykjavik","Iceland","AirQuality",86.6847826086957
"310","Reykjavik","Iceland","WaterPollution",5.11363636363637
"311","Tallinn","Estonia","AirQuality",81.8877551020408
"312","Tallinn","Estonia","WaterPollution",18.6170212765957
"313","Riga","Latvia","AirQuality",62.5
"314","Riga","Latvia","WaterPollution",31.9565217391304
"315","Bratislava","Slovakia","AirQuality",62.3239436619718
"316","Bratislava","Slovakia","WaterPollution",32.4626865671642
"317","Budapest","Hungary","AirQuality",40.6103286384976
"318","Budapest","Hungary","WaterPollution",32.375
"319","Gdansk","Poland","AirQuality",45.5555555555556
"320","Gdansk","Poland","WaterPollution",45
"321","Frankfurt","Germany","AirQuality",63.3928571428571
"322","Frankfurt","Germany","WaterPollution",25.9803921568627
"323","Wroclaw","Poland","AirQuality",25.6880733944954
"324","Wroclaw","Poland","WaterPollution",35.4368932038835
"325","Kochi","India","AirQuality",36.5625
"326","Kochi","India","WaterPollution",68.4027777777778
"327","Baguio","Philippines","AirQuality",26.8867924528302
"328","Baguio","Philippines","WaterPollution",66.4893617021277
"329","Kaliningrad","Russia","AirQuality",55
"330","Kaliningrad","Russia","WaterPollution",55
"331","Luxembourg","Luxembourg","AirQuality",83.1081081081081
"332","Luxembourg","Luxembourg","WaterPollution",20.4545454545455
"333","Vaduz","Liechtenstein","AirQuality",100
"334","Vaduz","Liechtenstein","WaterPollution",0
"335","San Marino","San Marino","AirQuality",87.5
"336","San Marino","San Marino","WaterPollution",50
"337","Phnom Penh","Cambodia","AirQuality",26.063829787234
"338","Phnom Penh","Cambodia","WaterPollution",70.8333333333333
"339","Arkhangelsk","Russia","AirQuality",43.75
"340","Arkhangelsk","Russia","WaterPollution",50
"341","Ho Chi Minh City","Vietnam","AirQuality",12.2191011235955
"342","Ho Chi Minh City","Vietnam","WaterPollution",77.7616279069767
"343","Hanoi","Vietnam","AirQuality",15.702479338843
"344","Hanoi","Vietnam","WaterPollution",77.3504273504274
"345","Bangkok","Thailand","AirQuality",26.8518518518518
"346","Bangkok","Thailand","WaterPollution",70.8333333333333
"347","Andorra la Vella","Andorra","AirQuality",37.5
"348","Andorra la Vella","Andorra","WaterPollution",25
"349","Kuala Lumpur","Malaysia","AirQuality",39.4345238095238
"350","Kuala Lumpur","Malaysia","WaterPollution",65.6832298136646
"351","Taipei","Taiwan","AirQuality",52.4793388429752
"352","Taipei","Taiwan","WaterPollution",44.8717948717949
"353","Odessa","Ukraine","AirQuality",50.5
"354","Odessa","Ukraine","WaterPollution",58.8541666666667
"355","Concepcion","Chile","AirQuality",55.7692307692308
"356","Concepcion","Chile","WaterPollution",33.3333333333333
"357","Bologna","Italy","AirQuality",38.1578947368421
"358","Bologna","Italy","WaterPollution",28.030303030303
"359","Petrozavodsk","Russia","AirQuality",58.3333333333333
"360","Petrozavodsk","Russia","WaterPollution",25
"361","Cagliari","Italy","AirQuality",71.0526315789474
"362","Cagliari","Italy","WaterPollution",20
"363","Catania","Italy","AirQuality",46.4285714285714
"364","Catania","Italy","WaterPollution",55.5555555555556
"365","Caserta","Italy","AirQuality",34.375
"366","Caserta","Italy","WaterPollution",56.25
"367","Ottawa","Canada","AirQuality",84.5637583892617
"368","Ottawa","Canada","WaterPollution",27.9929577464789
"369","Juba","South Sudan","AirQuality",62.5
"370","Juba","South Sudan","WaterPollution",75
"371","Yerevan","Armenia","AirQuality",41.8103448275862
"372","Yerevan","Armenia","WaterPollution",35
"373","Vologda","Russia","AirQuality",62.5
"374","Vologda","Russia","WaterPollution",25
"375","Dar es Salaam","Tanzania","AirQuality",46.875
"376","Dar es Salaam","Tanzania","WaterPollution",76
"377","Khartoum","Sudan","AirQuality",42.8571428571429
"378","Khartoum","Sudan","WaterPollution",78.125
"379","Verona","Italy","AirQuality",36.1111111111111
"380","Verona","Italy","WaterPollution",42.8571428571429
"381","Iqaluit","Canada","AirQuality",50
"382","Iqaluit","Canada","WaterPollution",50
"383","Florence","Italy","AirQuality",52.6785714285714
"384","Florence","Italy","WaterPollution",36
"385","Whitehorse","Canada","AirQuality",92.5
"386","Whitehorse","Canada","WaterPollution",12.5
"387","Yellowknife","Canada","AirQuality",87.5
"388","Yellowknife","Canada","WaterPollution",43.75
"389","Essen","Germany","AirQuality",80
"390","Essen","Germany","WaterPollution",4.16666666666667
"391","Leipzig","Germany","AirQuality",84.2105263157895
"392","Leipzig","Germany","WaterPollution",20
"393","St. John's","Canada","AirQuality",90.625
"394","St. John's","Canada","WaterPollution",35.4166666666667
"395","Nuremberg","Germany","AirQuality",75
"396","Nuremberg","Germany","WaterPollution",12.5
"397","Edmonton","Canada","AirQuality",72.037037037037
"398","Edmonton","Canada","WaterPollution",27.4621212121212
"399","Duisburg","Germany","AirQuality",53.5714285714286
"400","Duisburg","Germany","WaterPollution",31.25
"401","Bochum","Germany","AirQuality",68.1818181818182
"402","Bochum","Germany","WaterPollution",25
"403","Wuppertal","Germany","AirQuality",90
"404","Wuppertal","Germany","WaterPollution",0
"405","Bielefeld","Germany","AirQuality",67.8571428571429
"406","Bielefeld","Germany","WaterPollution",50
"407","Mannheim","Germany","AirQuality",51.0869565217391
"408","Mannheim","Germany","WaterPollution",30.5555555555556
"409","Regina","Canada","AirQuality",68.5714285714286
"410","Regina","Canada","WaterPollution",42.741935483871
"411","Charlottetown","Canada","AirQuality",97.5
"412","Charlottetown","Canada","WaterPollution",20
"413","Victoria","Canada","AirQuality",92.7215189873418
"414","Victoria","Canada","WaterPollution",27.7027027027027
"415","Winnipeg","Canada","AirQuality",71.3114754098361
"416","Winnipeg","Canada","WaterPollution",42.6470588235294
"417","Fredericton","Canada","AirQuality",90
"418","Fredericton","Canada","WaterPollution",31.25
"419","Halifax","Canada","AirQuality",84.5744680851064
"420","Halifax","Canada","WaterPollution",36.25
"421","Cherepovets","Russia","AirQuality",0
"422","Cherepovets","Russia","WaterPollution",100
"423","Quebec City","Canada","AirQuality",82.5
"424","Quebec City","Canada","WaterPollution",43.75
"425","Arica","Chile","AirQuality",75
"426","Arica","Chile","WaterPollution",50
"427","Pskov","Russia","AirQuality",100
"428","Pskov","Russia","WaterPollution",50
"429","Veliky Novgorod","Russia","AirQuality",100
"430","Veliky Novgorod","Russia","WaterPollution",50
"431","Birmingham","United Kingdom","AirQuality",52.9761904761905
"432","Birmingham","United Kingdom","WaterPollution",25.6410256410256
"433","Minsk","Belarus","AirQuality",60.9223300970874
"434","Minsk","Belarus","WaterPollution",41.40625
"435","Tver","Russia","AirQuality",62.5
"436","Tver","Russia","WaterPollution",37.5
"437","Smolensk","Russia","AirQuality",50
"438","Smolensk","Russia","WaterPollution",54.1666666666667
"439","Yaroslavl","Russia","AirQuality",16.6666666666667
"440","Yaroslavl","Russia","WaterPollution",58.3333333333333
"441","Mogadishu","Somalia","AirQuality",60
"442","Mogadishu","Somalia","WaterPollution",57.5
"443","Nassau","The Bahamas","AirQuality",50
"444","Nassau","The Bahamas","WaterPollution",59.2592592592593
"445","Sanaa","Yemen","AirQuality",41.6666666666667
"446","Sanaa","Yemen","WaterPollution",91.6666666666667
"447","Ivanovo","Russia","AirQuality",33.3333333333333
"448","Ivanovo","Russia","WaterPollution",87.5
"449","Naples","Italy","AirQuality",28.8461538461538
"450","Naples","Italy","WaterPollution",55.3191489361702
"451","Palermo","Italy","AirQuality",45.4545454545455
"452","Palermo","Italy","WaterPollution",51.3157894736842
"453","Gomel","Belarus","AirQuality",44.7368421052632
"454","Gomel","Belarus","WaterPollution",53.5714285714286
"455","Parma","Italy","AirQuality",34.375
"456","Parma","Italy","WaterPollution",56.8181818181818
"457","Vladimir","Russia","AirQuality",37.5
"458","Vladimir","Russia","WaterPollution",50
"459","Pescara","Italy","AirQuality",61.1111111111111
"460","Pescara","Italy","WaterPollution",79.1666666666667
"461","Bremerhaven","Germany","AirQuality",75
"462","Bremerhaven","Germany","WaterPollution",50
"463","Münster","Germany","AirQuality",71.875
"464","Münster","Germany","WaterPollution",25
"465","Ryazan","Russia","AirQuality",0
"466","Ryazan","Russia","WaterPollution",91.6666666666667
"467","Augsburg","Germany","AirQuality",73.5294117647059
"468","Augsburg","Germany","WaterPollution",26.9230769230769
"469","Siena","Italy","AirQuality",81.25
"470","Siena","Italy","WaterPollution",21.4285714285714
"471","Gelsenkirchen","Germany","AirQuality",62.5
"472","Gelsenkirchen","Germany","WaterPollution",50
"473","Tula","Russia","AirQuality",33.3333333333333
"474","Tula","Russia","WaterPollution",75
"475","Udine","Italy","AirQuality",72.5
"476","Udine","Italy","WaterPollution",33.3333333333333
"477","Chemnitz","Germany","AirQuality",87.5
"478","Chemnitz","Germany","WaterPollution",50
"479","Krefeld","Germany","AirQuality",87.5
"480","Krefeld","Germany","WaterPollution",50
"481","Madrid","Spain","AirQuality",36.2341772151899
"482","Madrid","Spain","WaterPollution",18.9542483660131
"483","Halle (Saale)","Germany","AirQuality",75
"484","Halle (Saale)","Germany","WaterPollution",0
"485","Freiburg im Breisgau","Germany","AirQuality",88.3333333333333
"486","Freiburg im Breisgau","Germany","WaterPollution",5
"487","Oberhausen","Germany","AirQuality",62.5
"488","Oberhausen","Germany","WaterPollution",50
"489","Bogota","Colombia","AirQuality",23.3502538071066
"490","Bogota","Colombia","WaterPollution",48.1578947368421
"491","Lübeck","Germany","AirQuality",100
"492","Lübeck","Germany","WaterPollution",25
"493","Brasilia","Brazil","AirQuality",76.530612244898
"494","Brasilia","Brazil","WaterPollution",38.0434782608696
"495","Rostock","Germany","AirQuality",90.625
"496","Rostock","Germany","WaterPollution",37.5
"497","Kassel","Germany","AirQuality",75
"498","Kassel","Germany","WaterPollution",50
"499","Lima","Peru","AirQuality",19.75
"500","Lima","Peru","WaterPollution",76.0416666666667
"501","Hagen","Germany","AirQuality",100
"502","Hagen","Germany","WaterPollution",50
"503","Hamm","Germany","AirQuality",87.5
"504","Hamm","Germany","WaterPollution",50
"505","Santiago","Chile","AirQuality",17.7152317880795
"506","Santiago","Chile","WaterPollution",40.2397260273973
"507","Quito","Ecuador","AirQuality",35.8695652173913
"508","Quito","Ecuador","WaterPollution",53.0769230769231
"509","Ludwigshafen","Germany","AirQuality",75
"510","Ludwigshafen","Germany","WaterPollution",0
"511","Osnabrück","Germany","AirQuality",82.1428571428571
"512","Osnabrück","Germany","WaterPollution",0
"513","Asuncion","Paraguay","AirQuality",39.6551724137931
"514","Asuncion","Paraguay","WaterPollution",67
"515","Oldenburg","Germany","AirQuality",75
"516","Oldenburg","Germany","WaterPollution",18.75
"517","Leverkusen","Germany","AirQuality",83.3333333333333
"518","Leverkusen","Germany","WaterPollution",50
"519","Solingen","Germany","AirQuality",87.5
"520","Solingen","Germany","WaterPollution",50
"521","Neuss","Germany","AirQuality",50
"522","Neuss","Germany","WaterPollution",75
"523","Heidelberg","Germany","AirQuality",89.2857142857143
"524","Heidelberg","Germany","WaterPollution",25
"525","Paderborn","Germany","AirQuality",75
"526","Paderborn","Germany","WaterPollution",25
"527","Darmstadt","Germany","AirQuality",71.875
"528","Darmstadt","Germany","WaterPollution",27.5
"529","Regensburg","Germany","AirQuality",87.5
"530","Regensburg","Germany","WaterPollution",7.14285714285715
"531","Paramaribo","Suriname","AirQuality",61.3636363636364
"532","Paramaribo","Suriname","WaterPollution",54.5454545454545
"533","Ingolstadt","Germany","AirQuality",100
"534","Ingolstadt","Germany","WaterPollution",0
"535","Ulm","Germany","AirQuality",88.8888888888889
"536","Ulm","Germany","WaterPollution",10
"537","Wolfsburg","Germany","AirQuality",96.875
"538","Wolfsburg","Germany","WaterPollution",0
"539","Kathmandu","Nepal","AirQuality",11.4634146341463
